no;brand;name;old_price;new_price;ml;concentration;department;scents;base_note;middle_note;item_rating;seller;seller_rating;num_seller_ratings;combined_notes;note_length;unique_words;cluster
935;JOVAN;Musk Cologne Sp;55;19.0;59;edt;Women;woody;musk amber wood;ylangylang;4.07;garmid;3.07;1.9K;woody musk amber wood ylangylang edt;36;6;0
936;Dolce & Gabbana;K;26;14.01;100;edt;Men;aromatic;woody masculine cedarwood vetiver patchouli accords;pimento clary sage geranium lavandin;3.0;beautiful lady;4.03;5;aromatic woody masculine cedarwood vetiver patchouli accords pimento clary sage geranium lavandin edt;101;13;1
939;HUGO BOSS;Bottled Unlimited;373;126.0;100;edt;Men;vanilla;sandalwood musk;pineapple rose;4.04;Al-Najm;3.07;347;vanilla sandalwood musk pineapple rose edt;42;6;0
940;GIORGIO ARMANI;Stronger With You;415;170.0;100;edt;Men;vanilla;vanilla chestnut cedar amber wood guaiac wood;pineapple sage melon cinnamon lavender;4.05;hadayiq baris;3.08;122;vanilla vanilla chestnut cedar amber wood guaiac wood pineapple sage melon cinnamon lavender edt;96;12;1
942;DORALL COLLECTION;Pink Hearts;29;8.15;100;edt;Women;floral;caramel musk tonka sandalwood vanilla;red berries lily of valley licorice cotton candy strawberry;4.04;B.A.G;3.07;14.1K;floral caramel musk tonka sandalwood vanilla red berries lily of valley licorice cotton candy strawberry edt;108;16;1
945;TESORI D´ORIENTE;White Musk;60;39.95;100;edt;Men;woody;aldehyde jasmine white flowers;rose;4.02;B.A.G;3.07;14.1K;woody aldehyde jasmine white flowers rose edt;45;7;0
947;BURBERRY;My Blush;431;181.0;50;edp;Women;arabian;jasminewisteria;rose petals green apple geranium;4.06;Fnoon;3.07;5;arabian jasminewisteria rose petals green apple geranium edp;60;8;0
949;Guerlain;L'Instant Magic;725;422.0;100;edp;Women;woody;wood almond;rose freesia;4.07;PARFUM.1990;4.01;33;woody wood almond rose freesia edp;34;6;0
950;Dunhill;London;290;109.65;75;edt;Men;arabian;patchouli sandalwood tonka bean vanilla musk;rose geranium jasmine;3.04;AMLAQ;3.09;135;arabian patchouli sandalwood tonka bean vanilla musk rose geranium jasmine edt;78;11;1
951;BURBERRY;Body Mini ED;34;23.0;5;edt;Women;woody;sandalwood cashmerean musk amber vanilla;rose iris;1.0;Royal Scent;3.05;5;woody sandalwood cashmerean musk amber vanilla rose iris edt;60;9;0
952;TRI;En Joy;10;9.09;100;edt;Women;floral;sandalwood cedar patchoulli musk benzoin;rose jasmine cassis peach;4.01;Parisian Store;4.01;425;floral sandalwood cedar patchoulli musk benzoin rose jasmine cassis peach edt;77;11;1
953;Mancera;Rose Greedy;446;269.0;120;edp;Unisex;rose floral;white musk amber vanilla sugar;rose jasmine flowers;4.05;AMLAQ;3.09;135;rose floral white musk amber vanilla sugar rose jasmine flowers edp;67;10;0
954;DORALL COLLECTION;Oud Maaruf;29;11.49;100;edt;Men;arabian;sandalwood musk woody amber patchouli oudh dry woodyamber amber;rose raspberry dried fruits ylang geranium jasmin orris muguet saffron;4.0;B.A.G;3.07;14.1K;arabian sandalwood musk woody amber patchouli oudh dry woodyamber amber rose raspberry dried fruits ylang geranium jasmin orris muguet saffron edt;146;20;2
956;Mancera;Roses Vanille;450;285.0;120;edp;Women;arabian;cedar vanilla sugar white musk;rose sugar;4.09;AMLAQ;3.09;135;arabian cedar vanilla sugar white musk rose sugar edp;53;8;0
957;Mancera;Roses Vanille;450;239.95;120;edp;Women;arabian;vanilla sugar white musk cedar;rose sugar;4.07;noon;4.02;98.1K;arabian vanilla sugar white musk cedar rose sugar edp;53;8;0
959;Parfums Gres;Cabotine;135;75.0;100;edt;Women;floral;cedarwood vanilla tonka bean cybet musk amber;rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet iris;4.08;AMLAQ;3.09;135;floral cedarwood vanilla tonka bean cybet musk amber rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet iris edt;133;19;2
960;Alina Corel;Monsieur Oud;51;30.95;100;edp;Unisex;musk;cedar musk;rose water;4.05;noon;4.02;98.1K;musk cedar musk rose water edp;30;5;0
962;Yves Saint Laurent;Kouros Silver;540;190.0;100;edt;Men;fruity;amber woody notes;sage;4.05;Queen Beauty;3.05;5;fruity amber woody notes sage edt;33;6;0
964;DAVIDOFF;Cool Water;150;71.75;75;edt;Men;aromatic;musk oakmoss cedar amber;sandalwood geranium neroli jasmine;4.01;noon;4.02;98.1K;aromatic musk oakmoss cedar amber sandalwood geranium neroli jasmine edt;72;10;1
966;BVLGARI;Aqva Marine Pour Homme;331;163.95;100;edt;Men;citrus;virginia cedar amber;seaweed rosemary water notes;4.08;hadayiq baris;3.08;122;citrus virginia cedar amber seaweed rosemary water notes edt;60;9;0
971;BVLGARI;Petits Et Mamans;254;193.95;100;edt;Women;floral;iris vanilla white peach powdery notes;sunflower chamomile rose;4.08;noon;4.02;98.1K;floral iris vanilla white peach powdery notes sunflower chamomile rose edt;74;11;1
973;Jean Paul GAULTIER;Scandal;505;354.95;80;edp;Women;floral;vanilla musk labdanum;tiare flower jasmine orange blossom;4.05;noon;4.02;98.1K;floral vanilla musk labdanum tiare flower jasmine orange blossom edp;68;10;0
975;GUCCI;Bloom;695;325.65;100;edp;Women;floral;rangoon creeper;tuberose;4.06;noon;4.02;98.1K;floral rangoon creeper tuberose edp;35;5;0
976;VERSACE;Crystal Noir;447;172.0;90;edp;Women;floral oriental;sandalwood cashmeran vanilla pod heliotropine;tuberose frangipani jasmine dry;4.04;flower;3.07;98;floral oriental sandalwood cashmeran vanilla pod heliotropine tuberose frangipani jasmine dry edp;97;12;1
977;GUCCI;Bloom Nettare Di Fiori;630;329.85;100;edp;Women;floral;patchoulie musk schijnhulst;tuberose honeysuckle jasmine;4.03;noon;4.02;98.1K;floral patchoulie musk schijnhulst tuberose honeysuckle jasmine edp;67;8;0
979;CAROLINA HERRERA;Good Girl;565;168.0;80;edp;Women;arabian;tonka bean cocoa;tuberose jasmine sambac;4.01;hadayiq baris;3.08;122;arabian tonka bean cocoa tuberose jasmine sambac edp;52;8;0
980;Genie Collection;Premium;35;14.05;25;edp;Unisex;oriental;amber patchouli musk;tuberose ylangylang jasmine;5.0;Genie collection;3.07;32;oriental amber patchouli musk tuberose ylangylang jasmine edp;61;8;0
981;Rasasi;Oud Al-Mubakhar;40;30.85;100;edp;Men;arabian;sandalwood tonka bean musk patchouli;turkish rose violet geranium;4.0;noon;4.02;98.1K;arabian sandalwood tonka bean musk patchouli turkish rose violet geranium edp;77;11;1
983;Roberto Cavalli;Nero Assoluto;515;105.0;75;edp;Women;arabian;ebony woody notes;vanilla;4.06;noon;4.02;98.1K;arabian ebony woody notes vanilla edp;37;6;0
984;GUESS;Homme;210;98.0;100;edt;Men;spicy;patchouli sandalwood amber musk;vanilla orchid violet leaves vetiver;4.04;Star.perfume;3.09;537;spicy patchouli sandalwood amber musk vanilla orchid violet leaves vetiver edt;78;11;1
986;Roberto Cavalli;Just Cavalli;357;101.95;90;edt;Men;woody;leather;vetiver;4.08;noon;4.02;98.1K;woody leather vetiver edt;25;4;0
987;HUGO BOSS;Bottled Night;688;250.0;200;edt;Men;woody;musk woody notes;violet;4.05;Lady Style;3.06;5;woody musk woody notes violet edt;33;5;0
990;HUGO BOSS;Nuit;415;162.0;75;edp;Women;floral;sandalwood crystal moss warm woods;violet jasmin white florals;4.08;AMLAQ;3.09;135;floral sandalwood crystal moss warm woods violet jasmin white florals edp;73;11;1
991;Elizabeth Taylor;White Diamonds;220;118.85;100;edt;Women;floral;oak moss patchouli musk sandalwood amber;violet rose jasmine ylangylang;4.03;noon;4.02;98.1K;floral oak moss patchouli musk sandalwood amber violet rose jasmine ylangylang edt;82;12;1
994;MONTBLANC;Legend Spirit;342;140.0;100;edt;Men;citrus;white musk white woods cashmere wood oakmoss;water notes lavender cardamom;4.07;hadayiq baris;3.08;122;citrus white musk white woods cashmere wood oakmoss water notes lavender cardamom edt;85;12;1
995;BVLGARI;Petits Et Mamans;327;197.75;100;edt;Women;floral;iris vanilla;white peach;4.08;Tiffany;4.01;75;floral iris vanilla white peach edt;35;6;0
996;Roberto Cavalli;Paradiso Assoluto;515;139.0;75;edp;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;5.0;noon;4.02;98.1K;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit edp;84;11;1
997;Roberto Cavalli;Paradiso Azzurro;499;165.0;75;edp;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;4.07;Beauty Group;4.03;124;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose edp;114;16;1
998;GUESS;Dare;170;75.0;100;edt;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;4.09;noon;4.02;98.1K;citrus coconut accords wood musk wild rose elegant jasmine edt;62;10;0
999;BURBERRY;For Women EDP Natural Sp;378;153.75;100;edt;Women;fruity;musk vanilla;woodyfloral sandalwood cedar;4.08;noon;4.02;98.1K;fruity musk vanilla woodyfloral sandalwood cedar edt;52;7;0
1000;JOVAN;Musk Cologne Sp;55;19.0;59;edt;Women;woody;musk amber wood;ylangylang;4.07;Cute;3.07;1.9K;woody musk amber wood ylangylang edt;36;6;0
1001;SWISS ARABIAN;Layali CPO At;126;77.0;15;edt;Unisex;arabian;agarwood amber;ylangylang rose jasmine;4.0;Swiss Arabian PerfumesPRICE UPDATE WITH 15% VAT 1 JULY 2020;3.09;5;arabian agarwood amber ylangylang rose jasmine edt;50;7;0
