no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
976,VERSACE,Crystal Noir,447,172.0,90,edp,Women,floral and oriental,sandalwood cashmeran vanilla pod and heliotropine,tuberose frangipani and jasmine dry,4.04,flower,3.07,98,floral and oriental sandalwood cashmeran vanilla pod and heliotropine tuberose frangipani and jasmine dry,0
977,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,edp,Women,floral,patchoulie musk schijnhulst,tuberose honeysuckle jasmine,4.03,noon,4.02,98.1K,floral patchoulie musk schijnhulst tuberose honeysuckle jasmine,0
979,CAROLINA HERRERA,Good Girl,565,168.0,80,edp,Women,arabian,tonka bean cocoa,tuberose jasmine sambac,4.01,hadayiq baris,3.08,122,arabian tonka bean cocoa tuberose jasmine sambac,3
980,Genie Collection,Premium,35,14.05,25,edp,Unisex,oriental,amber patchouli and musk,tuberose ylangylang and jasmine,5.0,Genie collection,3.07,32,oriental amber patchouli and musk tuberose ylangylang and jasmine,1
981,Rasasi,Oud Al-Mubakhar,40,30.85,100,edp,Men,arabian,sandalwood tonka bean musk patchouli,turkish rose violet geranium,4.0,noon,4.02,98.1K,arabian sandalwood tonka bean musk patchouli turkish rose violet geranium,3
983,Roberto Cavalli,Nero Assoluto,515,105.0,75,edp,Women,arabian,ebony woody notes,vanilla,4.06,noon,4.02,98.1K,arabian ebony woody notes vanilla,2
984,GUESS,Homme,210,98.0,100,edt,Men,spicy,patchouli sandalwood amber and musk,vanilla orchid violet leaves and vetiver,4.04,Star.perfume,3.09,537,spicy patchouli sandalwood amber and musk vanilla orchid violet leaves and vetiver,1
986,Roberto Cavalli,Just Cavalli,357,101.95,90,edt,Men,woody,leather,vetiver,4.08,noon,4.02,98.1K,woody leather vetiver,2
987,HUGO BOSS,Bottled Night,688,250.0,200,edt,Men,woody,musk woody notes,violet,4.05,Lady Style,3.06,5,woody musk woody notes violet,2
990,HUGO BOSS,Nuit,415,162.0,75,edp,Women,floral,sandalwood crystal moss and warm woods,violet jasmin and white florals,4.08,AMLAQ,3.09,135,floral sandalwood crystal moss and warm woods violet jasmin and white florals,0
991,Elizabeth Taylor,White Diamonds,220,118.85,100,edt,Women,floral,oak moss patchouli musk sandalwood and amber,violet rose jasmine and ylangylang,4.03,noon,4.02,98.1K,floral oak moss patchouli musk sandalwood and amber violet rose jasmine and ylangylang,1
994,MONTBLANC,Legend Spirit,342,140.0,100,edt,Men,citrus,white musk white woods cashmere wood oakmoss,water notes lavender cardamom,4.07,hadayiq baris,3.08,122,citrus white musk white woods cashmere wood oakmoss water notes lavender cardamom,2
995,BVLGARI,Petits Et Mamans,327,197.75,100,edt,Women,floral,iris and vanilla,white peach,4.08,Tiffany,4.01,75,floral iris and vanilla white peach,0
996,Roberto Cavalli,Paradiso Assoluto,515,139.0,75,edp,Women,floral,patchouli sandalwood vanilla cashmeran,wild jasmine red lily passionfruit,5.0,noon,4.02,98.1K,floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit,0
997,Roberto Cavalli,Paradiso Azzurro,499,165.0,75,edp,Women,fruity,cypress cashmere wood amber wood sandalwood vanilla,wild jasmine watery notes apple tuberose peach rose,4.07,Beauty Group,4.03,124,fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose,0
998,GUESS,Dare,170,75.0,100,edt,Women,citrus,coconut accords wood musk,wild rose elegant jasmine,4.09,noon,4.02,98.1K,citrus coconut accords wood musk wild rose elegant jasmine,1
999,BURBERRY,For Women EDP Natural Sp,378,153.75,100,edt,Women,fruity,musk and vanilla,woodyfloral sandalwood and cedar,4.08,noon,4.02,98.1K,fruity musk and vanilla woodyfloral sandalwood and cedar,1
1000,JOVAN,Musk Cologne Sp,55,19.0,59,edt,Women,woody,musk amber wood,ylangylang,4.07,Cute,3.07,1.9K,woody musk amber wood ylangylang,1
1001,SWISS ARABIAN,Layali CPO At,126,77.0,15,edt,Unisex,arabian,agarwood and amber,ylangylang rose and jasmine,4.0,Swiss Arabian PerfumesPRICE UPDATE WITH 15% VAT 1 JULY 2020,3.09,5,arabian agarwood and amber ylangylang rose and jasmine,1
